allotrope,r,elements,G(r),type
chi2,1.475,AgAg,0,DFT
chi2,1.485,BB,1.5113075736058019e-5,DFT
chi2,1.485,BAg,0,DFT
chi2,1.485,AgAg,0,DFT
chi2,1.495,BB,4.9747769372037545e-6,DFT
chi2,1.495,BAg,0,DFT
chi2,1.495,AgAg,0,DFT
chi2,1.505,BB,4.4125866979587767e-5,DFT
chi2,1.505,BAg,0,DFT
chi2,1.505,AgAg,0,DFT
chi2,1.515,BB,1.8867751554516677e-4,DFT
chi2,1.515,BAg,0,DFT
chi2,1.515,AgAg,0,DFT
chi2,1.525,BB,4.106280649142329e-4,DFT
chi2,1.525,BAg,0,DFT
chi2,1.525,AgAg,0,DFT
chi2,1.535,BB,0.0012205999446168465,DFT
chi2,1.535,BAg,0,DFT
chi2,1.535,AgAg,0,DFT
chi2,1.545,BB,0.0036052572471984186,DFT
chi2,1.545,BAg,0,DFT
chi2,1.545,AgAg,0,DFT
chi2,1.555,BB,0.00954282204400507,DFT
chi2,1.555,BAg,0,DFT
chi2,1.555,AgAg,0,DFT
chi2,1.565,BB,0.019930641632977943,DFT
chi2,1.565,BAg,0,DFT
chi2,1.565,AgAg,0,DFT
chi2,1.575,BB,0.0388822094157293,DFT
chi2,1.575,BAg,0,DFT
chi2,1.575,AgAg,0,DFT
chi2,1.585,BB,0.07174732501255827,DFT
chi2,1.585,BAg,0,DFT
chi2,1.585,AgAg,0,DFT
chi2,1.595,BB,0.1233161728245597,DFT
chi2,1.595,BAg,0,DFT
chi2,1.595,AgAg,0,DFT
chi2,1.605,BB,0.19413847244418475,DFT
chi2,1.605,BAg,0,DFT
chi2,1.605,AgAg,0,DFT
chi2,1.615,BB,0.28917720425085924,DFT
chi2,1.615,BAg,0,DFT
chi2,1.615,AgAg,0,DFT
chi2,1.625,BB,0.4044803326440548,DFT
chi2,1.625,BAg,0,DFT
chi2,1.625,AgAg,0,DFT
chi2,1.635,BB,0.5403194615700504,DFT
chi2,1.635,BAg,0,DFT
chi2,1.635,AgAg,0,DFT
chi2,1.645,BB,0.6776860762060328,DFT
chi2,1.645,BAg,0,DFT
chi2,1.645,AgAg,0,DFT
chi2,1.655,BB,0.8151573364208408,DFT
chi2,1.655,BAg,0,DFT
chi2,1.655,AgAg,0,DFT
chi2,1.665,BB,0.9279614011236793,DFT
chi2,1.665,BAg,0,DFT
chi2,1.665,AgAg,0,DFT
chi2,1.675,BB,1,DFT
chi2,1.675,BAg,0,DFT
chi2,1.675,AgAg,0,DFT
chi2,1.685,BB,1,DFT
chi2,1.685,BAg,0,DFT
chi2,1.685,AgAg,0,DFT
chi2,1.695,BB,1,DFT
chi2,1.695,BAg,0,DFT
chi2,1.695,AgAg,0,DFT
chi2,1.705,BB,1,DFT
chi2,1.705,BAg,0,DFT
chi2,1.705,AgAg,0,DFT
chi2,1.715,BB,0.911501091080481,DFT
chi2,1.715,BAg,0,DFT
chi2,1.715,AgAg,0,DFT
chi2,1.725,BB,0.8019375340583474,DFT
chi2,1.725,BAg,0,DFT
chi2,1.725,AgAg,0,DFT
chi2,1.735,BB,0.6836547973971535,DFT
chi2,1.735,BAg,0,DFT
chi2,1.735,AgAg,0,DFT
chi2,1.745,BB,0.5618636700803432,DFT
chi2,1.745,BAg,0,DFT
chi2,1.745,AgAg,0,DFT
chi2,1.755,BB,0.451149510517002,DFT
chi2,1.755,BAg,0,DFT
chi2,1.755,AgAg,0,DFT
chi2,1.765,BB,0.3518375666572923,DFT
chi2,1.765,BAg,0,DFT
chi2,1.765,AgAg,0,DFT
chi2,1.775,BB,0.2716532761130625,DFT
chi2,1.775,BAg,0,DFT
chi2,1.775,AgAg,0,DFT
chi2,1.785,BB,0.19864411038989577,DFT
chi2,1.785,BAg,0,DFT
chi2,1.785,AgAg,0,DFT
chi2,1.795,BB,0.144772237455136,DFT
chi2,1.795,BAg,0,DFT
chi2,1.795,AgAg,0,DFT
chi2,1.805,BB,0.10419861736253773,DFT
chi2,1.805,BAg,0,DFT
chi2,1.805,AgAg,0,DFT
chi2,1.815,BB,0.072962019937396,DFT
chi2,1.815,BAg,0,DFT
chi2,1.815,AgAg,0,DFT
chi2,1.825,BB,0.05046022753470277,DFT
chi2,1.825,BAg,0,DFT
chi2,1.825,AgAg,0,DFT
chi2,1.835,BB,0.035065193845081936,DFT
chi2,1.835,BAg,0,DFT
chi2,1.835,AgAg,0,DFT
chi2,1.845,BB,0.024720340689981336,DFT
chi2,1.845,BAg,0,DFT
chi2,1.845,AgAg,0,DFT
chi2,1.855,BB,0.01593514077270554,DFT
chi2,1.855,BAg,0,DFT
chi2,1.855,AgAg,0,DFT
chi2,1.865,BB,0.01056088520291023,DFT
chi2,1.865,BAg,0,DFT
chi2,1.865,AgAg,0,DFT
chi2,1.875,BB,0.00683198654841887,DFT
chi2,1.875,BAg,0,DFT
chi2,1.875,AgAg,0,DFT
chi2,1.885,BB,0.004668969714259058,DFT
chi2,1.885,BAg,0,DFT
chi2,1.885,AgAg,0,DFT
chi2,1.895,BB,0.0030365822716206634,DFT
chi2,1.895,BAg,0,DFT
chi2,1.895,AgAg,0,DFT
chi2,1.905,BB,0.0019613698459490887,DFT
chi2,1.905,BAg,0,DFT
chi2,1.905,AgAg,0,DFT
chi2,1.915,BB,0.001408023654592474,DFT
chi2,1.915,BAg,0,DFT
chi2,1.915,AgAg,0,DFT
chi2,1.925,BB,8.86993290657207e-4,DFT
chi2,1.925,BAg,0,DFT
chi2,1.925,AgAg,0,DFT
chi2,1.935,BB,5.901784151843674e-4,DFT
chi2,1.935,BAg,0,DFT
chi2,1.935,AgAg,0,DFT
chi2,1.945,BB,4.901975323488578e-4,DFT
chi2,1.945,BAg,0,DFT
chi2,1.945,AgAg,0,DFT
chi2,1.955,BB,2.9344443039343337e-4,DFT
chi2,1.955,BAg,0,DFT
chi2,1.955,AgAg,0,DFT
chi2,1.965,BB,1.524250082710722e-4,DFT
chi2,1.965,BAg,0,DFT
chi2,1.965,AgAg,0,DFT
chi2,1.975,BB,9.678570090023239e-5,DFT
chi2,1.975,BAg,0,DFT
chi2,1.975,AgAg,0,DFT
chi2,1.985,BB,8.454424437182857e-5,DFT
chi2,1.985,BAg,0,DFT
chi2,1.985,AgAg,0,DFT
chi2,1.995,BB,8.369489221181817e-5,DFT
chi2,1.995,BAg,0,DFT
chi2,1.995,AgAg,0,DFT
chi2,2.005,BB,4.972080581140229e-5,DFT
chi2,2.005,BAg,0,DFT
chi2,2.005,AgAg,0,DFT
chi2,2.015,BB,4.376185891101189e-5,DFT
chi2,2.015,BAg,0,DFT
chi2,2.015,AgAg,0,DFT
chi2,2.025,BB,1.353570743889585e-5,DFT
chi2,2.025,BAg,0,DFT
chi2,2.025,AgAg,0,DFT
chi2,2.035,BB,0,DFT
chi2,2.035,BAg,0,DFT
chi2,2.035,AgAg,0,DFT
chi2,2.045,BB,0,DFT
chi2,2.045,BAg,0,DFT
chi2,2.045,AgAg,0,DFT
chi2,2.055,BB,0,DFT
chi2,2.055,BAg,0,DFT
chi2,2.055,AgAg,0,DFT
chi2,2.065,BB,0,DFT
chi2,2.065,BAg,0,DFT
chi2,2.065,AgAg,0,DFT
chi2,2.075,BB,0,DFT
chi2,2.075,BAg,0,DFT
chi2,2.075,AgAg,0,DFT
chi2,2.085,BB,0,DFT
chi2,2.085,BAg,0,DFT
chi2,2.085,AgAg,0,DFT
chi2,2.095,BB,0,DFT
chi2,2.095,BAg,0,DFT
chi2,2.095,AgAg,0,DFT
chi2,2.105,BB,0,DFT
chi2,2.105,BAg,0,DFT
chi2,2.105,AgAg,0,DFT
chi2,2.115,BB,0,DFT
chi2,2.115,BAg,0,DFT
chi2,2.115,AgAg,0,DFT
chi2,2.125,BB,0,DFT
chi2,2.125,BAg,5.19409809213715e-4,DFT
chi2,2.125,AgAg,0,DFT
chi2,2.135,BB,0,DFT
chi2,2.135,BAg,6.862816009896123e-4,DFT
chi2,2.135,AgAg,0,DFT
chi2,2.145,BB,0,DFT
chi2,2.145,BAg,8.918813171367078e-4,DFT
chi2,2.145,AgAg,0,DFT
chi2,2.155,BB,0,DFT
chi2,2.155,BAg,0.0013890795226669417,DFT
chi2,2.155,AgAg,0,DFT
chi2,2.165,BB,0,DFT
chi2,2.165,BAg,0.0027519607435533672,DFT
chi2,2.165,AgAg,0,DFT
chi2,2.175,BB,0,DFT
chi2,2.175,BAg,0.005164482620559174,DFT
chi2,2.175,AgAg,0,DFT
chi2,2.185,BB,0,DFT
chi2,2.185,BAg,0.008270120438149512,DFT
chi2,2.185,AgAg,0,DFT
chi2,2.195,BB,0,DFT
chi2,2.195,BAg,0.012373002308298199,DFT
chi2,2.195,AgAg,0,DFT
chi2,2.205,BB,0,DFT
chi2,2.205,BAg,0.01495467409027821,DFT
chi2,2.205,AgAg,0,DFT
chi2,2.215,BB,0,DFT
chi2,2.215,BAg,0.021632393402811992,DFT
chi2,2.215,AgAg,0,DFT
chi2,2.225,BB,0,DFT
chi2,2.225,BAg,0.031308679212615736,DFT
chi2,2.225,AgAg,0,DFT
chi2,2.235,BB,0,DFT
chi2,2.235,BAg,0.03693732739732971,DFT
chi2,2.235,AgAg,0,DFT
chi2,2.245,BB,0,DFT
chi2,2.245,BAg,0.052819763087617946,DFT
chi2,2.245,AgAg,0,DFT
chi2,2.255,BB,0,DFT
chi2,2.255,BAg,0.06595878095884646,DFT
chi2,2.255,AgAg,0,DFT
chi2,2.265,BB,0,DFT
chi2,2.265,BAg,0.0790174953398347,DFT
chi2,2.265,AgAg,0,DFT
chi2,2.275,BB,0,DFT
chi2,2.275,BAg,0.09788653743310179,DFT
chi2,2.275,AgAg,0,DFT
chi2,2.285,BB,0,DFT
chi2,2.285,BAg,0.12432176298624191,DFT
chi2,2.285,AgAg,0,DFT
chi2,2.295,BB,0,DFT
chi2,2.295,BAg,0.1503304118429993,DFT
chi2,2.295,AgAg,0,DFT
chi2,2.305,BB,0,DFT
chi2,2.305,BAg,0.16506866517943844,DFT
chi2,2.305,AgAg,0,DFT
chi2,2.315,BB,0,DFT
chi2,2.315,BAg,0.18297520444642135,DFT
chi2,2.315,AgAg,0,DFT
chi2,2.325,BB,0,DFT
chi2,2.325,BAg,0.22320326635870374,DFT
chi2,2.325,AgAg,0,DFT
chi2,2.335,BB,0,DFT
chi2,2.335,BAg,0.2592595334765887,DFT
chi2,2.335,AgAg,0,DFT
chi2,2.345,BB,0,DFT
chi2,2.345,BAg,0.2817205905552844,DFT
chi2,2.345,AgAg,0,DFT
chi2,2.355,BB,0,DFT
chi2,2.355,BAg,0.3132713192952202,DFT
chi2,2.355,AgAg,0,DFT
chi2,2.365,BB,0,DFT
chi2,2.365,BAg,0.3491726747156203,DFT
chi2,2.365,AgAg,0,DFT
chi2,2.375,BB,0,DFT
chi2,2.375,BAg,0.38546358749293075,DFT
chi2,2.375,AgAg,0,DFT
chi2,2.385,BB,0,DFT
chi2,2.385,BAg,0.4163593586883536,DFT
chi2,2.385,AgAg,0,DFT
chi2,2.395,BB,0,DFT
chi2,2.395,BAg,0.4550064100410118,DFT
chi2,2.395,AgAg,0,DFT
chi2,2.405,BB,0,DFT
chi2,2.405,BAg,0.4879627346243021,DFT
chi2,2.405,AgAg,0,DFT
chi2,2.415,BB,0,DFT
chi2,2.415,BAg,0.5114107842461638,DFT
chi2,2.415,AgAg,0,DFT
chi2,2.425,BB,0,DFT
chi2,2.425,BAg,0.5475855132503606,DFT
chi2,2.425,AgAg,0,DFT
chi2,2.435,BB,0,DFT
chi2,2.435,BAg,0.5923498680687694,DFT
chi2,2.435,AgAg,0,DFT
chi2,2.445,BB,0,DFT
chi2,2.445,BAg,0.5947527079646824,DFT
chi2,2.445,AgAg,0,DFT
chi2,2.455,BB,0,DFT
chi2,2.455,BAg,0.625639366707312,DFT
chi2,2.455,AgAg,0,DFT
chi2,2.465,BB,0,DFT
chi2,2.465,BAg,0.6360138942123965,DFT
chi2,2.465,AgAg,0,DFT
chi2,2.475,BB,0,DFT
chi2,2.475,BAg,0.6655052086210638,DFT
chi2,2.475,AgAg,0,DFT
chi2,2.485,BB,0,DFT
chi2,2.485,BAg,0.6891525931477772,DFT
chi2,2.485,AgAg,0,DFT
chi2,2.495,BB,0,DFT
chi2,2.495,BAg,0.729480892040785,DFT
chi2,2.495,AgAg,1.1944415476800382e-4,DFT
chi2,2.505,BB,0,DFT
chi2,2.505,BAg,0.7324521211796754,DFT
chi2,2.505,AgAg,7.894359821022192e-5,DFT
chi2,2.515,BB,0,DFT
chi2,2.515,BAg,0.7482394456439343,DFT
chi2,2.515,AgAg,3.920107345967125e-5,DFT
chi2,2.525,BB,0,DFT
chi2,2.525,BAg,0.7482394456439343,DFT
chi2,2.525,AgAg,3.887620268514358e-5,DFT
chi2,2.535,BB,0,DFT
chi2,2.535,BAg,0.7497447089397148,DFT
chi2,2.535,AgAg,3.855133191061592e-5,DFT
chi2,2.545,BB,0,DFT
chi2,2.545,BAg,0.7497447089397148,DFT
chi2,2.545,AgAg,2.7733135118844764e-4,DFT
chi2,2.555,BB,0,DFT
chi2,2.555,BAg,0.7553534236339436,DFT
chi2,2.555,AgAg,4.3651803070700215e-4,DFT
chi2,2.565,BB,8.43959447883347e-6,DFT
chi2,2.565,BAg,0.751288130631567,DFT
chi2,2.565,AgAg,8.285287653037146e-4,DFT
chi2,2.575,BB,3.343481518771087e-6,DFT
chi2,2.575,BAg,0.7507117679923957,DFT
chi2,2.575,AgAg,0.0017375171924321137,DFT
chi2,2.585,BB,3.329999738453461e-6,DFT
chi2,2.585,BAg,0.751288130631567,DFT
chi2,2.585,AgAg,0.0025676703116084667,DFT
chi2,2.595,BB,1.6447771987502927e-6,DFT
chi2,2.595,BAg,0.751288130631567,DFT
chi2,2.595,AgAg,0.003982807405450963,DFT
chi2,2.605,BB,1.6312954184326675e-6,DFT
chi2,2.605,BAg,0.7399146504890255,DFT
chi2,2.605,AgAg,0.006033391734269568,DFT
chi2,2.615,BB,8.116031751210461e-6,DFT
chi2,2.615,BAg,0.7341977254178772,DFT
chi2,2.615,AgAg,0.010733622100135785,DFT
chi2,2.625,BB,1.2888581983649836e-5,DFT
chi2,2.625,BAg,0.730668358545402,DFT
chi2,2.625,AgAg,0.015784821192750053,DFT
chi2,2.635,BB,4.63773242926312e-5,DFT
chi2,2.635,BAg,0.7292929477019249,DFT
chi2,2.635,AgAg,0.02140140372330063,DFT
chi2,2.645,BB,4.6026798004372946e-5,DFT
chi2,2.645,BAg,0.7214311790545718,DFT
chi2,2.645,AgAg,0.03312144178516058,DFT
chi2,2.655,BB,9.609813010403349e-5,DFT
chi2,2.655,BAg,0.7186826354808158,DFT
chi2,2.655,AgAg,0.044980957699551065,DFT
chi2,2.665,BB,1.532204333098121e-4,DFT
chi2,2.665,BAg,0.6989091824478212,DFT
chi2,2.665,AgAg,0.061563228353508345,DFT
chi2,2.675,BB,2.8554410712730495e-4,DFT
chi2,2.675,BAg,0.6865373191961223,DFT
chi2,2.675,AgAg,0.08469186169471439,DFT
chi2,2.685,BB,4.2820830644841636e-4,DFT
chi2,2.685,BAg,0.6628882260845101,DFT
chi2,2.685,AgAg,0.10710534617092686,DFT
chi2,2.695,BB,7.720880770100862e-4,DFT
chi2,2.695,BAg,0.6527301193332646,DFT
chi2,2.695,AgAg,0.13326101709892346,DFT
chi2,2.705,BB,0.0011731036325578522,DFT
chi2,2.705,BAg,0.6496227729307755,DFT
chi2,2.705,AgAg,0.17212335863102055,DFT
chi2,2.715,BB,0.0018574522832608329,DFT
chi2,2.715,BAg,0.6314821575326668,DFT
chi2,2.715,AgAg,0.22274613049127714,DFT
chi2,2.725,BB,0.0033781296941873843,DFT
chi2,2.725,BAg,0.6243026837882061,DFT
chi2,2.725,AgAg,0.2779192590000846,DFT
chi2,2.735,BB,0.005345660713741627,DFT
chi2,2.735,BAg,0.623325373226133,DFT
chi2,2.735,AgAg,0.3285797158701864,DFT
chi2,2.745,BB,0.007589541266246556,DFT
chi2,2.745,BAg,0.6189736074890694,DFT
chi2,2.745,AgAg,0.38908364891821823,DFT
chi2,2.755,BB,0.01131206303864768,DFT
chi2,2.755,BAg,0.6149003410904986,DFT
chi2,2.755,AgAg,0.4538515108819256,DFT
chi2,2.765,BB,0.015998801739365368,DFT
chi2,2.765,BAg,0.6025660667065716,DFT
chi2,2.765,AgAg,0.5287814389631165,DFT
chi2,2.775,BB,0.023002883213538727,DFT
chi2,2.775,BAg,0.5990583419094803,DFT
chi2,2.775,AgAg,0.601728680707365,DFT
chi2,2.785,BB,0.03176302050120406,DFT
chi2,2.785,BAg,0.597025695408292,DFT
chi2,2.785,AgAg,0.6661975532682487,DFT
chi2,2.795,BB,0.04368379940297283,DFT
chi2,2.795,BAg,0.597025695408292,DFT
chi2,2.795,AgAg,0.7351929586208845,DFT
chi2,2.805,BB,0.05899202390912848,DFT
chi2,2.805,BAg,0.5945903923993032,DFT
chi2,2.805,AgAg,0.7982613132727795,DFT
chi2,2.815,BB,0.07713128746418227,DFT
chi2,2.815,BAg,0.5889423802524035,DFT
chi2,2.815,AgAg,0.8591814057829813,DFT
chi2,2.825,BB,0.09976297682023581,DFT
chi2,2.825,BAg,0.5889423802524035,DFT
chi2,2.825,AgAg,0.9171171270681138,DFT
chi2,2.835,BB,0.12522544907136146,DFT
chi2,2.835,BAg,0.5807326298140092,DFT
chi2,2.835,AgAg,0.9431190258295007,DFT
chi2,2.845,BB,0.15482112508692375,DFT
chi2,2.845,BAg,0.5749228716300299,DFT
chi2,2.845,AgAg,0.9822019546175019,DFT
chi2,2.855,BB,0.18473273314244928,DFT
chi2,2.855,BAg,0.5713712931538713,DFT
chi2,2.855,AgAg,1,DFT
chi2,2.865,BB,0.2168184265737754,DFT
chi2,2.865,BAg,0.5687833565605959,DFT
chi2,2.865,AgAg,0.9954838630730327,DFT
chi2,2.875,BB,0.2467008196113526,DFT
chi2,2.875,BAg,0.568140359110374,DFT
chi2,2.875,AgAg,0.9990246296446097,DFT
chi2,2.885,BB,0.2741018370543496,DFT
chi2,2.885,BAg,0.5671676047746975,DFT
chi2,2.885,AgAg,0.9954838630730327,DFT
chi2,2.895,BB,0.2906877703265476,DFT
chi2,2.895,BAg,0.5687833565605959,DFT
chi2,2.895,AgAg,0.9805388328324368,DFT
chi2,2.905,BB,0.2906877703265476,DFT
chi2,2.905,BAg,0.5671676047746975,DFT
chi2,2.905,AgAg,0.9387892564368541,DFT
chi2,2.915,BB,0.2906877703265476,DFT
chi2,2.915,BAg,0.5659049605345365,DFT
chi2,2.915,AgAg,0.8948913096093202,DFT
chi2,2.925,BB,0.2906877703265476,DFT
chi2,2.925,BAg,0.5670907184542547,DFT
chi2,2.925,AgAg,0.8761134539708467,DFT
chi2,2.935,BB,0.281829701386655,DFT
chi2,2.935,BAg,0.5596481226353897,DFT
chi2,2.935,AgAg,0.8107890883703734,DFT
chi2,2.945,BB,0.2603529691868518,DFT
chi2,2.945,BAg,0.5598429013138448,DFT
chi2,2.945,AgAg,0.7794463140757518,DFT
chi2,2.955,BB,0.2360494716625111,DFT
chi2,2.955,BAg,0.5598206897101614,DFT
chi2,2.955,AgAg,0.7216953359710674,DFT
chi2,2.965,BB,0.20538547241101957,DFT
chi2,2.965,BAg,0.5598429013138448,DFT
chi2,2.965,AgAg,0.6709186836539429,DFT
chi2,2.975,BB,0.17477894598902205,DFT
chi2,2.975,BAg,0.5659226159118234,DFT
chi2,2.975,AgAg,0.6062506653082737,DFT
chi2,2.985,BB,0.14443144501226707,DFT
chi2,2.985,BAg,0.567993990337383,DFT
chi2,2.985,AgAg,0.5353002959247884,DFT
chi2,2.995,BB,0.11746316575390518,DFT
chi2,2.995,BAg,0.569306183539607,DFT
chi2,2.995,AgAg,0.4761651517400999,DFT
chi2,3.005,BB,0.0931311947095337,DFT
chi2,3.005,BAg,0.5708917503256278,DFT
chi2,3.005,AgAg,0.4343555825414879,DFT
chi2,3.015,BB,0.07119680999506836,DFT
chi2,3.015,BAg,0.5719055106988739,DFT
chi2,3.015,AgAg,0.3802859317634928,DFT
chi2,3.025,BB,0.053978028472980756,DFT
chi2,3.025,BAg,0.576439525491802,DFT
chi2,3.025,AgAg,0.33909123465080343,DFT
chi2,3.035,BB,0.04069126210764986,DFT
chi2,3.035,BAg,0.5830870598044581,DFT
chi2,3.035,AgAg,0.29587497499848664,DFT
chi2,3.045,BB,0.030077002536462144,DFT
chi2,3.045,BAg,0.5929450251418268,DFT
chi2,3.045,AgAg,0.25813484541186626,DFT
chi2,3.055,BB,0.02188145524493833,DFT
chi2,3.055,BAg,0.5933419863666316,DFT
chi2,3.055,AgAg,0.2230054856596084,DFT
chi2,3.065,BB,0.015723503785279456,DFT
chi2,3.065,BAg,0.6013774611453556,DFT
chi2,3.065,AgAg,0.19436141288898806,DFT
chi2,3.075,BB,0.01132557178252594,DFT
chi2,3.075,BAg,0.6127896692122684,DFT
chi2,3.075,AgAg,0.16789906394983733,DFT
chi2,3.085,BB,0.0079351601864692,DFT
chi2,3.085,BAg,0.6114518472365633,DFT
chi2,3.085,AgAg,0.1486543690083677,DFT
chi2,3.095,BB,0.005920213745537867,DFT
chi2,3.095,BAg,0.6350941060085806,DFT
chi2,3.095,AgAg,0.12221183718646314,DFT
chi2,3.105,BB,0.004400951921544666,DFT
chi2,3.105,BAg,0.6456269623809473,DFT
chi2,3.105,AgAg,0.10504945561945762,DFT
chi2,3.115,BB,0.0035876904874445528,DFT
chi2,3.115,BAg,0.6490219205747224,DFT
chi2,3.115,AgAg,0.09109214082368385,DFT
chi2,3.125,BB,0.0032918597819348995,DFT
chi2,3.125,BAg,0.6657905422991517,DFT
chi2,3.125,AgAg,0.07818621614453977,DFT
chi2,3.135,BB,0.0033352980781182883,DFT
chi2,3.135,BAg,0.687582403625845,DFT
chi2,3.135,AgAg,0.06510886798670325,DFT
chi2,3.145,BB,0.0037935033457734213,DFT
chi2,3.145,BAg,0.6998950359343882,DFT
chi2,3.145,AgAg,0.05709311478626589,DFT
chi2,3.155,BB,0.00471103286885005,DFT
chi2,3.155,BAg,0.715834424454634,DFT
chi2,3.155,AgAg,0.046837810756493,DFT
chi2,3.165,BB,0.006008209325671008,DFT
chi2,3.165,BAg,0.7226414266911716,DFT
chi2,3.165,AgAg,0.0382442207384291,DFT
chi2,3.175,BB,0.00820437785763186,DFT
chi2,3.175,BAg,0.7274676095017824,DFT
chi2,3.175,AgAg,0.030734724494964016,DFT
chi2,3.185,BB,0.011812344942674122,DFT
chi2,3.185,BAg,0.7334077896663647,DFT
chi2,3.185,AgAg,0.023721630794977192,DFT
chi2,3.195,BB,0.016406288549465593,DFT
chi2,3.195,BAg,0.7415378061428184,DFT
chi2,3.195,AgAg,0.02127372950891126,DFT
chi2,3.205,BB,0.02209946911445465,DFT
chi2,3.205,BAg,0.7517978584596879,DFT
chi2,3.205,AgAg,0.016853862621462413,DFT
chi2,3.215,BB,0.029068794558969168,DFT
chi2,3.215,BAg,0.7653195993482318,DFT
chi2,3.215,AgAg,0.01506523242717128,DFT
chi2,3.225,BB,0.03844224499684391,DFT
chi2,3.225,BAg,0.7770433393950129,DFT
chi2,3.225,AgAg,0.012083568458556397,DFT
chi2,3.235,BB,0.04932391568063172,DFT
chi2,3.235,BAg,0.7904750948122238,DFT
chi2,3.235,AgAg,0.009558672798927406,DFT
chi2,3.245,BB,0.06220322219942303,DFT
chi2,3.245,BAg,0.8000887325090741,DFT
chi2,3.245,AgAg,0.007817473737717313,DFT
chi2,3.255,BB,0.07674196061216988,DFT
chi2,3.255,BAg,0.809073610963192,DFT
chi2,3.255,AgAg,0.006226148393822646,DFT
chi2,3.265,BB,0.09303606726761252,DFT
chi2,3.265,BAg,0.8119497288760531,DFT
chi2,3.265,AgAg,0.004956228536194015,DFT
chi2,3.275,BB,0.11032995578784961,DFT
chi2,3.275,BAg,0.8301267940853346,DFT
chi2,3.275,AgAg,0.0039038638072407413,DFT
chi2,3.285,BB,0.12857773419267998,DFT
chi2,3.285,BAg,0.8375961577342799,DFT
chi2,3.285,AgAg,0.0033004704886846967,DFT
chi2,3.295,BB,0.1453534774499698,DFT
chi2,3.295,BAg,0.8454641911929284,DFT
chi2,3.295,AgAg,0.0024075090197663287,DFT
chi2,3.305,BB,0.1618082599632379,DFT
chi2,3.305,BAg,0.8598738267005119,DFT
chi2,3.305,AgAg,0.002075491088199058,DFT
chi2,3.315,BB,0.17745483671002493,DFT
chi2,3.315,BAg,0.8661944517692113,DFT
chi2,3.315,AgAg,0.0014429676901936998,DFT
chi2,3.325,BB,0.18720049213890871,DFT
chi2,3.325,BAg,0.8720702752359414,DFT
chi2,3.325,AgAg,0.0011428953847883157,DFT
chi2,3.335,BB,0.18819265679782368,DFT
chi2,3.335,BAg,0.8838264783957983,DFT
chi2,3.335,AgAg,0.0010357963194523633,DFT
chi2,3.345,BB,0.18819265679782368,DFT
chi2,3.345,BAg,0.8872510520611515,DFT
chi2,3.345,AgAg,6.974975529108908e-4,DFT
chi2,3.355,BB,0.18819265679782368,DFT
chi2,3.355,BAg,0.8909507078951999,DFT
chi2,3.355,AgAg,6.823369167662666e-4,DFT
chi2,3.365,BB,0.18819265679782368,DFT
chi2,3.365,BAg,0.8967171819284115,DFT
chi2,3.365,AgAg,6.946820061983178e-4,DFT
chi2,3.375,BB,0.17870206317076912,DFT
chi2,3.375,BAg,0.8967171819284115,DFT
chi2,3.375,AgAg,2.3379866740174093e-4,DFT
chi2,3.385,BB,0.16548633230593177,DFT
chi2,3.385,BAg,0.8967171819284115,DFT
chi2,3.385,AgAg,1.1348819056833002e-4,DFT
chi2,3.395,BB,0.14984199353467742,DFT
chi2,3.395,BAg,0.8954864312730267,DFT
chi2,3.395,AgAg,1.3969443304689475e-4,DFT
chi2,3.405,BB,0.1338285505818871,DFT
chi2,3.405,BAg,0.8967171819284115,DFT
chi2,3.405,AgAg,1.4954884654090053e-4,DFT
chi2,3.415,BB,0.11540803012584701,DFT
chi2,3.415,BAg,0.901542225682423,DFT
chi2,3.415,AgAg,7.970163001745314e-5,DFT
chi2,3.425,BB,0.0972000499365143,DFT
chi2,3.425,BAg,0.8999133747456345,DFT
chi2,3.425,AgAg,8.977262402781066e-5,DFT
chi2,3.435,BB,0.08087041878993471,DFT
chi2,3.435,BAg,0.8992851850312016,DFT
chi2,3.435,AgAg,7.872701769387015e-5,DFT
chi2,3.445,BB,0.06650903319726621,DFT
chi2,3.445,BAg,0.8999133747456345,DFT
chi2,3.445,AgAg,6.259176922566293e-5,DFT
chi2,3.455,BB,0.05356442093461633,DFT
chi2,3.455,BAg,0.8999133747456345,DFT
chi2,3.455,AgAg,1.559379717732779e-5,DFT
chi2,3.465,BB,0.042030393864819264,DFT
chi2,3.465,BAg,0.8992851850312016,DFT
chi2,3.465,AgAg,2.0683439311594496e-5,DFT
chi2,3.475,BB,0.03305477728233733,DFT
chi2,3.475,BAg,0.8992851850312016,DFT
chi2,3.475,AgAg,1.5377216660976014e-5,DFT
chi2,3.485,BB,0.025230059840230114,DFT
chi2,3.485,BAg,0.8927589602463553,DFT
chi2,3.485,AgAg,2.035856853706683e-5,DFT
chi2,3.495,BB,0.018791458159699237,DFT
chi2,3.495,BAg,0.8843772122614887,DFT
chi2,3.495,AgAg,1.5160636144624237e-5,DFT
chi2,3.505,BB,0.013845842313322506,DFT
chi2,3.505,BAg,0.8710485414665012,DFT
chi2,3.505,AgAg,2.014198802071506e-5,DFT
chi2,3.515,BB,0.010417506469232285,DFT
chi2,3.515,BAg,0.8529967724831263,DFT
chi2,3.515,AgAg,2.003369776253917e-5,DFT
chi2,3.525,BB,0.007467477227250776,DFT
chi2,3.525,BAg,0.8505802639080234,DFT
chi2,3.525,AgAg,2.4906759380454106e-5,DFT
